race_date,race_date_citation,track_name,track_name_citation,race_number,race_number_citation,chart_url,chart_url_citation,winning_horse,winning_horse_citation,payouts,fractional_times
01/04/2026,https://www.equibase.com/static/chart/summary/TAM010426USA2-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010426USA2-EQB.html,2,https://www.equibase.com/static/chart/summary/TAM010426USA2-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/04/2026&cy=USA&rn=2,https://www.equibase.com/static/chart/summary/TAM010426USA2-EQB.html,Awesome Campaign,https://www.equibase.com/static/chart/summary/TAM010426USA2-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/TAM010426USA3-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010426USA3-EQB.html,3,https://www.equibase.com/static/chart/summary/TAM010426USA3-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/04/2026&cy=USA&rn=3,https://www.equibase.com/static/chart/summary/TAM010426USA3-EQB.html,Embrace My Uncle,https://www.equibase.com/static/chart/summary/TAM010426USA3-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/TAM010426USA4-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010426USA4-EQB.html,4,https://www.equibase.com/static/chart/summary/TAM010426USA4-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/04/2026&cy=USA&rn=4,https://www.equibase.com/static/chart/summary/TAM010426USA4-EQB.html,Glorious Lady,https://www.equibase.com/static/chart/summary/TAM010426USA4-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/TAM010426USA5-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010426USA5-EQB.html,5,https://www.equibase.com/static/chart/summary/TAM010426USA5-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/04/2026&cy=USA&rn=5,https://www.equibase.com/static/chart/summary/TAM010426USA5-EQB.html,C C Girl,https://www.equibase.com/static/chart/summary/TAM010426USA5-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/TAM010426USA6-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010426USA6-EQB.html,6,https://www.equibase.com/static/chart/summary/TAM010426USA6-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/04/2026&cy=USA&rn=6,https://www.equibase.com/static/chart/summary/TAM010426USA6-EQB.html,Battalion Leader,https://www.equibase.com/static/chart/summary/TAM010426USA6-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/TAM010426USA7-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010426USA7-EQB.html,7,https://www.equibase.com/static/chart/summary/TAM010426USA7-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/04/2026&cy=USA&rn=7,https://www.equibase.com/static/chart/summary/TAM010426USA7-EQB.html,Power Attack,https://www.equibase.com/static/chart/summary/TAM010426USA7-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/TAM010426USA8-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010426USA8-EQB.html,8,https://www.equibase.com/static/chart/summary/TAM010426USA8-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/04/2026&cy=USA&rn=8,https://www.equibase.com/static/chart/summary/TAM010426USA8-EQB.html,Queen Atlas,https://www.equibase.com/static/chart/summary/TAM010426USA8-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/TAM010426USA9-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010426USA9-EQB.html,9,https://www.equibase.com/static/chart/summary/TAM010426USA9-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/04/2026&cy=USA&rn=9,https://www.equibase.com/static/chart/summary/TAM010426USA9-EQB.html,Starship Empire,https://www.equibase.com/static/chart/summary/TAM010426USA9-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/HOU010426USA1-EQB.html,SAM HOUSTON,https://www.equibase.com/static/chart/summary/HOU010426USA1-EQB.html,1,https://www.equibase.com/static/chart/summary/HOU010426USA1-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=HOU&raceDate=01/04/2026&cy=USA&rn=1,https://www.equibase.com/static/chart/summary/HOU010426USA1-EQB.html,WMA WILD KISSES,https://www.equibase.com/static/chart/summary/HOU010426USA1-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/HOU010426USA2-EQB.html,SAM HOUSTON,https://www.equibase.com/static/chart/summary/HOU010426USA2-EQB.html,2,https://www.equibase.com/static/chart/summary/HOU010426USA2-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=HOU&raceDate=01/04/2026&cy=USA&rn=2,https://www.equibase.com/static/chart/summary/HOU010426USA2-EQB.html,Ghost Cowboy,https://www.equibase.com/static/chart/summary/HOU010426USA2-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/HOU010426USA3-EQB.html,SAM HOUSTON,https://www.equibase.com/static/chart/summary/HOU010426USA3-EQB.html,3,https://www.equibase.com/static/chart/summary/HOU010426USA3-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=HOU&raceDate=01/04/2026&cy=USA&rn=3,https://www.equibase.com/static/chart/summary/HOU010426USA3-EQB.html,Super Brady,https://www.equibase.com/static/chart/summary/HOU010426USA3-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/HOU010426USA4-EQB.html,SAM HOUSTON,https://www.equibase.com/static/chart/summary/HOU010426USA4-EQB.html,4,https://www.equibase.com/static/chart/summary/HOU010426USA4-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=HOU&raceDate=01/04/2026&cy=USA&rn=4,https://www.equibase.com/static/chart/summary/HOU010426USA4-EQB.html,Grind Jim,https://www.equibase.com/static/chart/summary/HOU010426USA4-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/HOU010426USA5-EQB.html,SAM HOUSTON,https://www.equibase.com/static/chart/summary/HOU010426USA5-EQB.html,5,https://www.equibase.com/static/chart/summary/HOU010426USA5-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=HOU&raceDate=01/04/2026&cy=USA&rn=5,https://www.equibase.com/static/chart/summary/HOU010426USA5-EQB.html,One Time Mark,https://www.equibase.com/static/chart/summary/HOU010426USA5-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/HOU010426USA6-EQB.html,SAM HOUSTON,https://www.equibase.com/static/chart/summary/HOU010426USA6-EQB.html,6,https://www.equibase.com/static/chart/summary/HOU010426USA6-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=HOU&raceDate=01/04/2026&cy=USA&rn=6,https://www.equibase.com/static/chart/summary/HOU010426USA6-EQB.html,Swiftwind,https://www.equibase.com/static/chart/summary/HOU010426USA6-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/HOU010426USA7-EQB.html,SAM HOUSTON,https://www.equibase.com/static/chart/summary/HOU010426USA7-EQB.html,7,https://www.equibase.com/static/chart/summary/HOU010426USA7-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=HOU&raceDate=01/04/2026&cy=USA&rn=7,https://www.equibase.com/static/chart/summary/HOU010426USA7-EQB.html,Love Pack,https://www.equibase.com/static/chart/summary/HOU010426USA7-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/HOU010426USA8-EQB.html,SAM HOUSTON,https://www.equibase.com/static/chart/summary/HOU010426USA8-EQB.html,8,https://www.equibase.com/static/chart/summary/HOU010426USA8-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=HOU&raceDate=01/04/2026&cy=USA&rn=8,https://www.equibase.com/static/chart/summary/HOU010426USA8-EQB.html,Maddienlizzyshonor,https://www.equibase.com/static/chart/summary/HOU010426USA8-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA1-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA1-EQB.html,1,https://www.equibase.com/static/chart/summary/TAM010326USA1-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=1,https://www.equibase.com/static/chart/summary/TAM010326USA1-EQB.html,Rainbow's Pride,https://www.equibase.com/static/chart/summary/TAM010326USA1-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA2-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA2-EQB.html,2,https://www.equibase.com/static/chart/summary/TAM010326USA2-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=2,https://www.equibase.com/static/chart/summary/TAM010326USA2-EQB.html,Wildwood Bye,https://www.equibase.com/static/chart/summary/TAM010326USA2-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA3-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA3-EQB.html,3,https://www.equibase.com/static/chart/summary/TAM010326USA3-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=3,https://www.equibase.com/static/chart/summary/TAM010326USA3-EQB.html,Midnight Onyx,https://www.equibase.com/static/chart/summary/TAM010326USA3-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA4-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA4-EQB.html,4,https://www.equibase.com/static/chart/summary/TAM010326USA4-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=4,https://www.equibase.com/static/chart/summary/TAM010326USA4-EQB.html,Homer Jones,https://www.equibase.com/static/chart/summary/TAM010326USA4-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA5-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA5-EQB.html,5,https://www.equibase.com/static/chart/summary/TAM010326USA5-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=5,https://www.equibase.com/static/chart/summary/TAM010326USA5-EQB.html,French Mistress,https://www.equibase.com/static/chart/summary/TAM010326USA5-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA6-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA6-EQB.html,6,https://www.equibase.com/static/chart/summary/TAM010326USA6-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=6,https://www.equibase.com/static/chart/summary/TAM010326USA6-EQB.html,Mona L,https://www.equibase.com/static/chart/summary/TAM010326USA6-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA7-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA7-EQB.html,7,https://www.equibase.com/static/chart/summary/TAM010326USA7-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=7,https://www.equibase.com/static/chart/summary/TAM010326USA7-EQB.html,Paynted Warrior,https://www.equibase.com/static/chart/summary/TAM010326USA7-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA8-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA8-EQB.html,8,https://www.equibase.com/static/chart/summary/TAM010326USA8-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=8,https://www.equibase.com/static/chart/summary/TAM010326USA8-EQB.html,Mischievous Trick,https://www.equibase.com/static/chart/summary/TAM010326USA8-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/TAM010326USA9-EQB.html,TAMPA BAY,https://www.equibase.com/static/chart/summary/TAM010326USA9-EQB.html,9,https://www.equibase.com/static/chart/summary/TAM010326USA9-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=TAM&raceDate=01/03/2026&cy=USA&rn=9,https://www.equibase.com/static/chart/summary/TAM010326USA9-EQB.html,Gianluca Be Lucky,https://www.equibase.com/static/chart/summary/TAM010326USA9-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA1-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA1-EQB.html,1,https://www.equibase.com/static/chart/summary/SUN010426USA1-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=1,https://www.equibase.com/static/chart/summary/SUN010426USA1-EQB.html,Champagne Lane,https://www.equibase.com/static/chart/summary/SUN010426USA1-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA2-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA2-EQB.html,2,https://www.equibase.com/static/chart/summary/SUN010426USA2-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=2,https://www.equibase.com/static/chart/summary/SUN010426USA2-EQB.html,Good Lovin,https://www.equibase.com/static/chart/summary/SUN010426USA2-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA3-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA3-EQB.html,3,https://www.equibase.com/static/chart/summary/SUN010426USA3-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=3,https://www.equibase.com/static/chart/summary/SUN010426USA3-EQB.html,French Onion,https://www.equibase.com/static/chart/summary/SUN010426USA3-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA4-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA4-EQB.html,4,https://www.equibase.com/static/chart/summary/SUN010426USA4-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=4,https://www.equibase.com/static/chart/summary/SUN010426USA4-EQB.html,Private Equity,https://www.equibase.com/static/chart/summary/SUN010426USA4-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA5-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA5-EQB.html,5,https://www.equibase.com/static/chart/summary/SUN010426USA5-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=5,https://www.equibase.com/static/chart/summary/SUN010426USA5-EQB.html,Third Street,https://www.equibase.com/static/chart/summary/SUN010426USA5-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA6-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA6-EQB.html,6,https://www.equibase.com/static/chart/summary/SUN010426USA6-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=6,https://www.equibase.com/static/chart/summary/SUN010426USA6-EQB.html,Julia's Promise,https://www.equibase.com/static/chart/summary/SUN010426USA6-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA7-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA7-EQB.html,7,https://www.equibase.com/static/chart/summary/SUN010426USA7-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=7,https://www.equibase.com/static/chart/summary/SUN010426USA7-EQB.html,Dean's List,https://www.equibase.com/static/chart/summary/SUN010426USA7-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA8-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA8-EQB.html,8,https://www.equibase.com/static/chart/summary/SUN010426USA8-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=8,https://www.equibase.com/static/chart/summary/SUN010426USA8-EQB.html,Mo Money Time,https://www.equibase.com/static/chart/summary/SUN010426USA8-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/SUN010426USA9-EQB.html,SUNLAND PARK,https://www.equibase.com/static/chart/summary/SUN010426USA9-EQB.html,9,https://www.equibase.com/static/chart/summary/SUN010426USA9-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=SUN&raceDate=01/04/2026&cy=USA&rn=9,https://www.equibase.com/static/chart/summary/SUN010426USA9-EQB.html,Magical Mark,https://www.equibase.com/static/chart/summary/SUN010426USA9-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA1-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA1-EQB.html,1,https://www.equibase.com/static/chart/summary/OP010326USA1-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=1,https://www.equibase.com/static/chart/summary/OP010326USA1-EQB.html,N Z Holly,https://www.equibase.com/static/chart/summary/OP010326USA1-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA2-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA2-EQB.html,2,https://www.equibase.com/static/chart/summary/OP010326USA2-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=2,https://www.equibase.com/static/chart/summary/OP010326USA2-EQB.html,Azteca Warrior,https://www.equibase.com/static/chart/summary/OP010326USA2-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA3-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA3-EQB.html,3,https://www.equibase.com/static/chart/summary/OP010326USA3-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=3,https://www.equibase.com/static/chart/summary/OP010326USA3-EQB.html,Bricklin,https://www.equibase.com/static/chart/summary/OP010326USA3-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA4-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA4-EQB.html,4,https://www.equibase.com/static/chart/summary/OP010326USA4-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=4,https://www.equibase.com/static/chart/summary/OP010326USA4-EQB.html,Obliteration,https://www.equibase.com/static/chart/summary/OP010326USA4-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA5-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA5-EQB.html,5,https://www.equibase.com/static/chart/summary/OP010326USA5-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=5,https://www.equibase.com/static/chart/summary/OP010326USA5-EQB.html,Reclamation,https://www.equibase.com/static/chart/summary/OP010326USA5-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA6-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA6-EQB.html,6,https://www.equibase.com/static/chart/summary/OP010326USA6-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=6,https://www.equibase.com/static/chart/summary/OP010326USA6-EQB.html,Expect the Best,https://www.equibase.com/static/chart/summary/OP010326USA6-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA7-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA7-EQB.html,7,https://www.equibase.com/static/chart/summary/OP010326USA7-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=7,https://www.equibase.com/static/chart/summary/OP010326USA7-EQB.html,Nicholai,https://www.equibase.com/static/chart/summary/OP010326USA7-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA8-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA8-EQB.html,8,https://www.equibase.com/static/chart/summary/OP010326USA8-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=8,https://www.equibase.com/static/chart/summary/OP010326USA8-EQB.html,Super Cruise,https://www.equibase.com/static/chart/summary/OP010326USA8-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA9-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA9-EQB.html,9,https://www.equibase.com/static/chart/summary/OP010326USA9-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=9,https://www.equibase.com/static/chart/summary/OP010326USA9-EQB.html,Bourbon Bash,https://www.equibase.com/static/chart/summary/OP010326USA9-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA10-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA10-EQB.html,10,https://www.equibase.com/static/chart/summary/OP010326USA10-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=10,https://www.equibase.com/static/chart/summary/OP010326USA10-EQB.html,Strategic Risk,https://www.equibase.com/static/chart/summary/OP010326USA10-EQB.html,,
01/03/2026,https://www.equibase.com/static/chart/summary/OP010326USA11-EQB.html,OP,https://www.equibase.com/static/chart/summary/OP010326USA11-EQB.html,11,https://www.equibase.com/static/chart/summary/OP010326USA11-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=OP&raceDate=01/03/2026&cy=USA&rn=11,https://www.equibase.com/static/chart/summary/OP010326USA11-EQB.html,Stiglets,https://www.equibase.com/static/chart/summary/OP010326USA11-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/GP010426USA1-EQB.html,GP,https://www.equibase.com/static/chart/summary/GP010426USA1-EQB.html,1,https://www.equibase.com/static/chart/summary/GP010426USA1-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=GP&raceDate=01/04/2026&cy=USA&rn=1,https://www.equibase.com/static/chart/summary/GP010426USA1-EQB.html,Bolero Bay,https://www.equibase.com/static/chart/summary/GP010426USA1-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/GP010426USA2-EQB.html,GP,https://www.equibase.com/static/chart/summary/GP010426USA2-EQB.html,2,https://www.equibase.com/static/chart/summary/GP010426USA2-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=GP&raceDate=01/04/2026&cy=USA&rn=2,https://www.equibase.com/static/chart/summary/GP010426USA2-EQB.html,Storm West,https://www.equibase.com/static/chart/summary/GP010426USA2-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/GP010426USA3-EQB.html,GP,https://www.equibase.com/static/chart/summary/GP010426USA3-EQB.html,3,https://www.equibase.com/static/chart/summary/GP010426USA3-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=GP&raceDate=01/04/2026&cy=USA&rn=3,https://www.equibase.com/static/chart/summary/GP010426USA3-EQB.html,Proud American,https://www.equibase.com/static/chart/summary/GP010426USA3-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/GP010426USA4-EQB.html,GP,https://www.equibase.com/static/chart/summary/GP010426USA4-EQB.html,4,https://www.equibase.com/static/chart/summary/GP010426USA4-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=GP&raceDate=01/04/2026&cy=USA&rn=4,https://www.equibase.com/static/chart/summary/GP010426USA4-EQB.html,Glancing My Way,https://www.equibase.com/static/chart/summary/GP010426USA4-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/GP010426USA5-EQB.html,GP,https://www.equibase.com/static/chart/summary/GP010426USA5-EQB.html,5,https://www.equibase.com/static/chart/summary/GP010426USA5-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=GP&raceDate=01/04/2026&cy=USA&rn=5,https://www.equibase.com/static/chart/summary/GP010426USA5-EQB.html,Jestina,https://www.equibase.com/static/chart/summary/GP010426USA5-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/GP010426USA6-EQB.html,GP,https://www.equibase.com/static/chart/summary/GP010426USA6-EQB.html,6,https://www.equibase.com/static/chart/summary/GP010426USA6-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=GP&raceDate=01/04/2026&cy=USA&rn=6,https://www.equibase.com/static/chart/summary/GP010426USA6-EQB.html,Uncle John,https://www.equibase.com/static/chart/summary/GP010426USA6-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/GP010426USA7-EQB.html,GP,https://www.equibase.com/static/chart/summary/GP010426USA7-EQB.html,7,https://www.equibase.com/static/chart/summary/GP010426USA7-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=GP&raceDate=01/04/2026&cy=USA&rn=7,https://www.equibase.com/static/chart/summary/GP010426USA7-EQB.html,Paradise,https://www.equibase.com/static/chart/summary/GP010426USA7-EQB.html,,
01/04/2026,https://www.equibase.com/static/chart/summary/GP010426USA8-EQB.html,GP,https://www.equibase.com/static/chart/summary/GP010426USA8-EQB.html,8,https://www.equibase.com/static/chart/summary/GP010426USA8-EQB.html,https://www.equibase.com/premium/chartEmb.cfm?track=GP&raceDate=01/04/2026&cy=USA&rn=8,https://www.equibase.com/static/chart/summary/GP010426USA8-EQB.html,Speed Figures,https://www.equibase.com/static/chart/summary/GP010426USA8-EQB.html,,
